street_address,city,state,zipCode,latitude,longitude,beds,rent_price/month,listed_date,property_link
"Apartment for rent - 771 Rifle Rd APT 7, Fairbanks, AK 99712",Fairbanks,AK,99712,64.89313,-147.46587,2,$1600.0,1 day ago,https://www.zillow.com/homedetails/771-Rifle-Rd-APT-7-Fairbanks-AK-99712/2083135257_zpid/
"Apartment for rent - 2 bed, 1.5 bath, 824 sqft, $1,500, 3804 Indiana St, Anchorage, AK 99503",Anchorage,AK,99503,61.18557,-149.90031,2,$1500.0,20 days ago,https://www.zillow.com/homedetails/3804-Indiana-St-Anchorage-AK-99503/82587496_zpid/
"Apartment for rent - 3125 E Beech Way #6, Wasilla, AK 99654",Wasilla,AK,99654,61.580906,-149.37202,1,$900.0,50 days ago,https://www.zillow.com/homedetails/3125-E-Beech-Way-6-Wasilla-AK-99654/2060266086_zpid/
"House for rent - 6967 Penny Rose Cir, Anchorage, AK 99502",Anchorage,AK,99502,61.14795,-150.00862,5,$5000.0,8 days ago,https://www.zillow.com/homedetails/6967-Penny-Rose-Cir-Anchorage-AK-99502/82586843_zpid/
"Nest Apartments-JC - 400 Cushman St, Fairbanks, AK",Fairbanks,AK,99701,64.84211,-147.72086,0,"$1,000+",3D Tour,https://www.zillow.com/b/nest-apartments-jc-fairbanks-ak-9PFY2k/
"Apartment for rent - 836 M St APT 206, Anchorage, AK 99501",Anchorage,AK,99501,61.21425,-149.90605,1,$2000.0,38 days ago,https://www.zillow.com/homedetails/836-M-St-APT-206-Anchorage-AK-99501/191_zpid/
"House for rent - 34900 Poppy Wood St, Soldotna, AK 99669",Soldotna,AK,99669,60.486687,-151.1828,3,$2350.0,17 days ago,https://www.zillow.com/homedetails/34900-Poppy-Wood-St-Soldotna-AK-99669/81603685_zpid/
"Apartment for rent - 746 E 73rd Ave #4, Anchorage, AK 99518",Anchorage,AK,99518,61.154396,-149.86806,2,$1500.0,6 days ago,https://www.zillow.com/homedetails/746-E-73rd-Ave-4-Anchorage-AK-99518/2060795819_zpid/
"Apartment for rent - 833 W 19th Ave, Anchorage, AK 99503",Anchorage,AK,99503,61.203583,-149.89842,2,$1795.0,116 days ago,https://www.zillow.com/homedetails/833-W-19th-Ave-Anchorage-AK-99503/2100531133_zpid/
"For Rent - 2107 Jefferson Ave, Anchorage, AK",Anchorage,AK,99517,61.182777,-149.92047,1/2,"$1,200+/$1,350+",116 days ago,https://www.zillow.com/b/2107-jefferson-ave-anchorage-ak-5fvgJz/
"Apartment for rent - 2 bed, $1,600, 709 Oconnor Rd #3, Fairbanks, AK 99701",Fairbanks,AK,99701,64.856346,-147.7245,2,$1600.0,60 days ago,"https://www.zillow.com/b/2-bed,-%241,600-fairbanks-ak-9PFYbY/"
"Apartment for rent - 3483 Rewak Dr #S, Fairbanks, AK 99709",Fairbanks,AK,99709,64.834816,-147.80675,0,$1395.0,3D Tour,https://www.zillow.com/homedetails/3483-Rewak-Dr-S-Fairbanks-AK-99709/2066442419_zpid/
"Apartment for rent - 7031 Weimer Rd, 7031 Weimer Rd, Anchorage, AK 99502",Anchorage,AK,99502,61.157127,-149.9486,1,$1300.0,36 days ago,https://www.zillow.com/b/7031-weimer-rd-anchorage-ak-9PDTSh/
"3579 Old Richardson Hwy - 3579 Old Richardson Hwy, North Pole, AK",North Pole,AK,99705,64.70698,-147.14539,1,"$1,200+",,https://www.zillow.com/b/3579-old-richardson-hwy-north-pole-ak-9PFd5w/
"House for rent - 20768 Mountain Vista Dr, Eagle River, AK 99577",Eagle River,AK,99577,61.3018,-149.49501,3,$2950.0,14 hours ago,https://www.zillow.com/homedetails/20768-Mountain-Vista-Dr-Eagle-River-AK-99577/88892800_zpid/
"Apartment for rent - 6456 S Wassim Cir, Wasilla, AK 99623",Wasilla,AK,99623,61.506786,-149.6471,2,$1400.0,17 hours ago,https://www.zillow.com/homedetails/6456-S-Wassim-Cir-Wasilla-AK-99623/2071115420_zpid/
"Apartment for rent - 801 N Bliss St #1, Anchorage, AK 99508",Anchorage,AK,99508,61.230553,-149.79477,2,$1500.0,22 hours ago,https://www.zillow.com/homedetails/801-N-Bliss-St-1-Anchorage-AK-99508/2059092310_zpid/
"House for rent - 121 Telemark Way, Girdwood, AK 99587",Girdwood,AK,99587,60.951084,-149.1654,1,$1850.0,22 hours ago,https://www.zillow.com/homedetails/121-Telemark-Way-Girdwood-AK-99587/63992_zpid/
