street_address,city,state,zipCode,latitude,longitude,beds,sale_price,listed_date,property_link
95 Ora Way UNIT F211,San Francisco,CA,94131,37.74037,-122.437485,1,$299000.0,3D Tour,https://www.zillow.com/homedetails/95-Ora-Way-UNIT-F211-San-Francisco-CA-94131/2082949351_zpid/
50 Inca Ln APT 5,San Francisco,CA,94115,37.783405,-122.42844,3,$630000.0,43 days on Zillow,https://www.zillow.com/homedetails/50-Inca-Ln-APT-5-San-Francisco-CA-94115/64972186_zpid/
946 Stockton St APT 9C,San Francisco,CA,94108,37.794716,-122.4078,2,$710000.0,6 days on Zillow,https://www.zillow.com/homedetails/946-Stockton-St-APT-9C-San-Francisco-CA-94108/15067602_zpid/
262 3rd Ave #A,San Francisco,CA,94118,,,2,$825000.0,Open: Sat. 2-4pm,https://www.zillow.com/homedetails/262-3rd-Ave-A-San-Francisco-CA-94118/2059245879_zpid/
1534 Irving St APT 101,San Francisco,CA,94122,37.763924,-122.474556,2,$818000.0,Open: Sun. 2-3pm,https://www.zillow.com/homedetails/1534-Irving-St-APT-101-San-Francisco-CA-94122/15102068_zpid/
1580 Pacific Ave #403,San Francisco,CA,94109,,,1,$296814.0,22 days on Zillow,https://www.zillow.com/homedetails/1580-Pacific-Ave-403-San-Francisco-CA-94109/2059768186_zpid/
3620 Cesar Chavez #104,San Francisco,CA,94110,,,1,$699000.0,3D Tour,https://www.zillow.com/homedetails/3620-Cesar-Chavez-104-San-Francisco-CA-94110/2080750233_zpid/
410 Argonaut Ave,San Francisco,CA,94134,37.70937,-122.41549,4,$750000.0,14 days on Zillow,https://www.zillow.com/homedetails/410-Argonaut-Ave-San-Francisco-CA-94134/15176917_zpid/
3825 Scott St APT 304,San Francisco,CA,94123,37.805016,-122.44247,1,$725000.0,95 days on Zillow,https://www.zillow.com/homedetails/3825-Scott-St-APT-304-San-Francisco-CA-94123/15079578_zpid/
1030 Bush St APT 2,San Francisco,CA,94109,37.789692,-122.414314,1,$352880.0,161 days on Zillow,https://www.zillow.com/homedetails/1030-Bush-St-APT-2-San-Francisco-CA-94109/15069173_zpid/
